Category,Product Name,Sales,Profit,Discount,Profit Margin %
Technology,WD My Passport Ultra 500GB Portable External Hard Drive,708,120.36,0,17
Furniture,SAFCO Folding Chair Trolley,705.32,151.32,0.17,21.45
Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.21,111.54,0.1,15.82
Office Supplies,Lock-Up Easel 'Spel-Binder',704.69,39.37,0.49,5.59
Technology,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,-938.28,0.7,-133.33
Furniture,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96,0.07,17.65
Technology,iHome FM Clock Radio with Lightning Dock,699.9,17.5,0.24,2.5
Office Supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04,90.75,0.29,13
Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.19,-158.49,0.25,-22.83
Office Supplies,Euro-Pro Shark Turbo Vacuum,693.95,143.75,0.05,20.71
Technology,OtterBox Defender Series Case - Samsung Galaxy S4,689.77,122.96,0.15,17.83
Technology,Samsung Convoy 3,688.14,-31.08,0.2,-4.52
Furniture,"Metal Folding Chairs, Beige, 4/Carton",685.59,115.74,0.12,16.88
Office Supplies,Tops White Computer Printout Paper,684.74,321.83,0,47
Office Supplies,Safco Steel Mobile File Cart,683.55,120.87,0.08,17.68
Furniture,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.45,256.19,0.15,37.59
Furniture,Flat Face Poster Frame,678.24,120.95,0.3,17.83
Office Supplies,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3,0,43
Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.08,0.07,10.7
Office Supplies,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.81,153.96,0.08,22.92
Office Supplies,Tuf-Vin Binders,669.5,234.32,0.27,35
Office Supplies,Binding Machine Supplies,667.99,182.6,0.19,27.34
Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.68,43.71,0.2,6.57
Office Supplies,Fellowes Command Center 5-outlet power strip,664.83,-78.02,0.25,-11.74
Office Supplies,"GBC Velobind Prepunched Cover Sets, Regency Series",661.94,-9.24,0.41,-1.4
Technology,Panasonic KX T7731-B Digital phone,659.93,75.99,0.2,11.51
Office Supplies,Surelock Post Binders,653.98,210.86,0.26,32.24
Furniture,Hon 61000 Series Interactive Training Tables,653.12,-148.4,0.31,-22.72
Office Supplies,Xerox 1886,651.44,302.73,0.04,46.47
Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38,-97.41,0.23,-15
Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,168.44,0,26
Office Supplies,Avery 485,639.03,300.34,0,47
Furniture,Safco Drafting Table,638.82,34.07,0.2,5.33
Furniture,"Computer Room Manger, 14""",636.61,179.29,0.14,28.16
Office Supplies,"Strathmore #10 Envelopes, Ultimate White",632.52,309.93,0,49
Office Supplies,Belkin 7 Outlet SurgeMaster II,631.68,176.87,0,28
Technology,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.54,212.3,0.08,33.88
Technology,Avaya 5410 Digital phone,625.51,-10.88,0.3,-1.74
Office Supplies,Xerox 1880,623.74,285.65,0.04,45.8
Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",618.56,120.33,0.09,19.45
Technology,Plantronics MX500i Earset,618.48,-6.44,0.06,-1.04
Office Supplies,Xerox 1882,615.78,273.18,0.12,44.36
Office Supplies,Xerox 1940,615.55,279.2,0.05,45.36
Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.06,127.45,0.11,20.76
Office Supplies,"Companion Letter/Legal File, Black",611.71,149.53,0.08,24.44
Office Supplies,"Performers Binder/Pad Holder, Black",611.05,106.51,0.36,17.43
Office Supplies,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,274.94,0,45
Technology,Motorola L804,607.07,-13.34,0.27,-2.2
Technology,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,604.75,132.29,0.1,21.88
Office Supplies,Xerox 1911,603.54,279.74,0.04,46.35
Furniture,Office Star - Task Chair with Contemporary Loop Arms,600.47,47.31,0.15,7.88
Technology,Lexmark 20R1285 X6650 Wireless All-in-One Printer,600,218.4,0.25,36.4
Technology,Anker Astro 15000mAh USB Portable Charger,599.88,-24,0.08,-4
Office Supplies,"Contico 72""H Heavy-Duty Storage System",598.31,-57.37,0.08,-9.59
Technology,Hewlett-Packard Deskjet 5550 Printer,597.13,49.76,0.4,8.33
Office Supplies,Xerox 1942,597.07,278.96,0.07,46.72
Technology,Grandstream GXP2100 Mainstream Business Phone,596.62,45.89,0.25,7.69
Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84,260.83,0.03,43.92
Technology,Microsoft Wireless Mobile Mouse 4000,591.85,183.95,0.05,31.08
Technology,Panasonic KX TS3282B Corded phone,590.33,44.27,0.2,7.5
Office Supplies,Xerox 1910,586.09,236.36,0.12,40.33
Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,583.64,55.25,0.37,9.47
Technology,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.68,57.33,0.05,9.84
Office Supplies,Fellowes Econo/Stor Drawers,581.58,-56.22,0.1,-9.67
Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",581.17,81.57,0.25,14.04
Technology,Canon PC170 Desktop Personal Copier,575.82,67.18,0.4,11.67
Office Supplies,Xerox 1991,575.57,254.89,0.07,44.28
Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,107.42,0.15,18.67
Office Supplies,Avery 477,573.96,244.24,0.05,42.55
Office Supplies,Panasonic KP-150 Electric Pencil Sharpener,573.65,126.81,0.05,22.11
Office Supplies,Xerox 1944,573.65,257.37,0.1,44.87
Technology,PureGear Roll-On Screen Protector,571.71,218.29,0.16,38.18
Technology,First Data TMFD35 PIN Pad,571.2,119.95,0,21
Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.78,225.05,0.11,39.43
Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,162.64,0.26,28.57
Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,565.39,140.94,0.05,24.93
Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,563.81,66.28,0.1,11.76
Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.3,0,10
Office Supplies,Belkin F9M820V08 8 Outlet Surge,558.74,101,0.13,18.08
Technology,Microsoft Natural Ergonomic Keyboard 4000,557.81,107.66,0.04,19.3
Technology,Memorex Micro Travel Drive 16 GB,556.45,126.16,0.09,22.67
Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24,157.96,0.3,28.5
Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.71,177.66,0.15,32.14
Technology,Logitech Wireless Anywhere Mouse MX for PC and Mac,551.91,89.98,0.13,16.3
Furniture,12-1/2 Diameter Round Wall Clock,551.45,91.11,0.27,16.52
Technology,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.89,120.98,0.15,22
Office Supplies,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.82,61.52,0.2,11.25
Furniture,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.19,17.45,0.17,3.19
Technology,Panasonic BusinessÂ TelephonesÂ KX-T7736,546.06,163.82,0,30
Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.03,85.24,0.5,15.64
Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.6,228.31,0,42
Office Supplies,Xerox 1884,543.46,204.6,0.1,37.65
Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.98,95.2,0.12,17.53
Furniture,O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.8,-12.29,0.18,-2.27
Office Supplies,Xerox 1935,538.15,239,0.05,44.41
Technology,Memorex Froggy Flash Drive 8 GB,536.05,189.57,0.08,35.36
Furniture,Tensor Computer Mounted Lamp,536.04,144.73,0,27
Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,533.37,119.55,0.06,22.41
Technology,Logitech ClearChat Comfort/USB Headset H390,533.08,160.22,0.07,30.06
Office Supplies,Wilson Jones Legal Size Ring Binders,532.16,48.38,0.42,9.09
Furniture,Howard Miller Distant Time Traveler Alarm Clock,531.95,192.21,0.13,36.13
Office Supplies,Newell 334,531.71,135.31,0.03,25.45
Office Supplies,Staple holder,528.78,118,0.09,22.32
Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,527.47,236.56,0.08,44.85
Office Supplies,"Premier Elliptical Ring Binder, Black",526.61,-201.51,0.64,-38.27
Office Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.23,0.08,22.58
Office Supplies,Space Solutions Industrial Galvanized Steel Shelving.,520.08,-20.49,0.07,-3.94
Furniture,Bevis Round Conference Room Tables and Bases,519.94,-39.44,0.25,-7.59
Office Supplies,Rogers Profile Extra Capacity Storage Tub,518.94,4.69,0.03,0.9
Office Supplies,"Decoflex Hanging Personal Folder File, Blue",518.11,124.13,0.04,23.96
Office Supplies,Alphabetical Labels for Top Tab Filing,518,244.2,0.07,47.14
Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",517.63,118.62,0.06,22.92
Office Supplies,Xerox 1889,516.62,236.33,0.07,45.75
Technology,Cisco SPA112 2 Port Phone Adapter,516.53,87.37,0.13,16.91
Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.22,122.84,0.08,23.8
Technology,Nokia Lumia 521 (T-Mobile),515.83,83.97,0.16,16.28
Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,201.16,0,39
Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56,23.54,0.15,4.57
Furniture,DAX Natural Wood-Tone Poster Frame,513.71,123.93,0.2,24.12
Office Supplies,Xerox 1887,512.19,216.26,0.1,42.22
Office Supplies,Newell 319,511.87,123.01,0.1,24.03
Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,99.58,0.12,19.57
Technology,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,177.2,0.2,35
Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,88.24,0.33,17.5
Technology,Logitech Media Keyboard K200,503.86,50.39,0.1,10
Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack",503.28,181.18,0,36
Office Supplies,Xerox 197,501.88,195.17,0.07,38.89
Furniture,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.31,101.79,0.17,20.35
Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,99.55,0.08,19.92
Office Supplies,Xerox 1937,499.62,199.85,0.15,40
Technology,Jensen SMPS-640 -Â speaker phone,496.58,88.28,0.1,17.78
Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.25,113.27,0.07,22.83
Office Supplies,GBC VeloBinder Electric Binding Machine,496.02,-411.33,0.72,-82.93
Technology,GE DSL Phone Line Filter,495.88,69.98,0.1,14.11
Technology,Belkin QODE FastFit Bluetooth Keyboard,495.6,16.11,0.1,3.25
Technology,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,491.84,32.99,0.05,6.71
Technology,Samsung HM1900 Bluetooth Headset,491.68,195.36,0.17,39.73
Office Supplies,Xerox 1925,489.48,182.78,0.1,37.34
Furniture,Rush Hierlooms Collection Rich Wood Bookcases,489.38,-70.83,0.16,-14.47
Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",488.9,223.14,0.06,45.64
Technology,Clearsounds A400,488.33,-48.83,0.33,-10
Furniture,24-Hour Round Wall Clock,487.51,180.02,0.07,36.93
Office Supplies,GBC Recycled VeloBinder Covers,487.34,100.88,0.35,20.7
Office Supplies,Safco Commercial Shelving,483.7,-7.44,0.08,-1.54
Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",483.41,118.93,0.07,24.6
Technology,AT&T CL82213,481.23,131.32,0.04,27.29
Office Supplies,Fellowes Neat Ideas Storage Cubes,480.7,-18.19,0.09,-3.78
Technology,NeatDesk Desktop Scanner & Digital Filing System,479.99,56,0.4,11.67
Technology,Cherry 142-key Programmable Keyboard,479.72,52.77,0,11
Furniture,"Howard Miller 12"" Round Wall Clock",479.34,127.3,0.1,26.56
Office Supplies,Staples in misc. colors,478.81,124.05,0.06,25.91
Technology,Kingston Digital DataTraveler 16GB USB 2.0,477.93,64.71,0.06,13.54
Furniture,DAX Wood Document Frame,477.8,126.32,0.11,26.44
Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.66,115.64,0.08,24.21
Office Supplies,Fellowes Super Stor/Drawer,477.3,67.71,0.05,14.19
Office Supplies,Newell 345,476.16,94.44,0.07,19.83
Technology,AT&T SB67148 SynJ,475.13,89.75,0.13,18.89
Technology,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",472.86,-32.27,0.1,-6.82
Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.4,150.37,0.04,32.03
Furniture,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.47,51.11,0.07,10.91
Technology,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,-14.62,0.2,-3.12
Furniture,Tenex Chairmats For Use with Hard Floors,467.71,-129.92,0.27,-27.78
Technology,ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...,467.22,143.76,0.12,30.77
Technology,Jackery Bar Premium Fast-charging Portable Charger,467.22,192.28,0.15,41.15
Furniture,"Seth Thomas 14"" Day/Date Wall Clock",467.07,162.05,0.07,34.7
Office Supplies,GBC Recycled Grain Textured Covers,466.29,107.07,0.4,22.96
Office Supplies,GBC Standard Therm-A-Bind Covers,466,8.47,0.48,1.82
Technology,Ricoh - Ink Collector Unit for GX3000 Series Printers,465.65,36.92,0.3,7.93
Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,464.2,110.3,0.06,23.76
Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,463.8,73.02,0.1,15.74
Furniture,"Global Task Chair, Black",463.1,-80.41,0.24,-17.36
Technology,V7 USB Numeric Keypad,461.87,-58.78,0.15,-12.73
Office Supplies,Newell 34,460.29,93.25,0.06,20.26
Office Supplies,"Personal Filing Tote with Lid, Black/Gray",459.1,112.91,0.05,24.59
Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7,103.42,0.09,22.55
Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.5,185.88,0.1,40.54
Office Supplies,Acco Perma 4000 Stacking Storage Drawers,457.97,30.04,0.09,6.56
Furniture,DAX Black Cherry Wood-Tone Poster Frame,455.46,61.43,0.22,13.49
Furniture,9-3/4 Diameter Round Wall Clock,455.07,183.13,0.05,40.24
Office Supplies,Xerox 1881,454.36,207.04,0.03,45.57
Technology,Panasonic KX - TS880B Telephone,453.42,122.42,0,27
Office Supplies,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96,105.48,0.1,23.29
Office Supplies,Poly Designer Cover & Back,451.96,106.34,0.37,23.53
Technology,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,48,0.25,10.67
Office Supplies,Mobile Personal File Cube,449.66,90.64,0.04,20.16
Office Supplies,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.9,-7.04,0.3,-1.57
Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",448.77,129.72,0.02,28.91
Technology,Hewlett-Packard Deskjet D4360 Printer,447.97,139.99,0.2,31.25
Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,444.6,69.99,0.1,15.74
Office Supplies,Rogers Deluxe File Chest,444,-34.73,0.1,-7.82
Office Supplies,Xerox 194,443.84,184.19,0.1,41.5
Technology,ImationÂ Clip USBÂ flash driveÂ - 8 GB,443.68,1.88,0.09,0.42
Technology,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,442.55,171.26,0.17,38.7
Furniture,"Seth Thomas 16"" Steel Case Clock",441.73,28.26,0.24,6.4
Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,440,84.5,0.03,19.2
Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.7,138.31,0.15,31.6
Office Supplies,Prismacolor Color Pencil Set,436.48,155.55,0.09,35.64
Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,436.13,58.28,0.13,13.36
Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,197.1,0.13,45.36
Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.79,125.78,0.34,29
Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,432.43,60.42,0.16,13.97
Office Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.29,165.21,0.1,38.31
Office Supplies,Advantus Rolling Storage Box,428.75,90.72,0.08,21.16
Technology,Cisco SPA525G2 IP Phone - Wireless,426.93,43.09,0.2,10.09
Furniture,O'Sullivan Cherrywood Estates Traditional Bookcase,424.9,27.19,0.1,6.4
Office Supplies,14-7/8 x 11 Blue Bar Computer Printout Paper,422.75,172.94,0.1,40.91
Office Supplies,Canvas Sectional Post Binders,422.64,59.07,0.33,13.98
Furniture,Staple-based wall hangings,422.29,121.99,0.24,28.89
Office Supplies,Round Specialty Laser Printer Labels,421.01,162.01,0.13,38.48
Technology,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,29.39,0,7
Technology,Motorla HX550 Universal Bluetooth Headset,419.23,122.6,0.25,29.24
Office Supplies,Xerox 1939,417.34,200.32,0,48
Office Supplies,Xerox 19,415.13,159.55,0.1,38.43
Technology,i.Sound Portable Power - 8000 mAh,413.32,-58.82,0.12,-14.23
Office Supplies,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410,111.29,0.29,27.14
Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.59,0,27
Furniture,Nu-Dell Executive Frame,409.54,98.97,0.17,24.17
Office Supplies,"Tennsco Lockers, Sand",407.01,56.23,0.12,13.82
Office Supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.78,14.3,0.05,3.52
Office Supplies,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",406.46,178.7,0.1,43.96
Office Supplies,Computer Printout Paper with Letter-Trim Perforations,405.96,169.21,0.09,41.68
Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.78,0.07,27.08
Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,402.98,92.11,0.08,22.86
Office Supplies,"Tennsco Lockers, Gray",402.82,-26.43,0.1,-6.56
Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.03,-113.26,0.51,-28.31
Technology,Lexmark X 9575 Professional All-in-One Color Printer,396,190.08,0,48
Technology,Griffin GC17055 Auxiliary Audio Cable,395.78,46.05,0.17,11.64
Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",390.66,132.82,0,34
Office Supplies,Ibico Standard Transparent Covers,390.58,104.81,0.33,26.83
Office Supplies,Boston 1799 Powerhouse Electric Pencil Sharpener,389.7,109.12,0,28
Technology,Logitech Wireless Headset H600 Over-The-Head Design,386.91,133.27,0.1,34.44
Office Supplies,Fellowes Advanced Computer Series Surge Protectors,386.75,100.66,0.03,26.03
Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08,76.92,0.3,19.92
Technology,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,130.21,0.2,33.75
Technology,OtterBox Commuter Series Case - Samsung Galaxy S4,384.85,-55.98,0.15,-14.55
Technology,"LogitechÂ Wireless Boombox Speaker - portable - wireless, wired",383.04,148.96,0.1,38.89
Technology,Memorex Micro Travel Drive 32 GB,379.7,129.98,0.12,34.23
Furniture,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,-48.78,0.2,-12.86
Technology,AT&T EL51110 DECT,377.97,109.61,0,29
Furniture,"Executive Impressions 14""",377.91,166.28,0,44
Office Supplies,Clear Mylar Reinforcing Strips,377.54,90.27,0.41,23.91
Office Supplies,Globe Weis Peel & Seel First Class Envelopes,375.73,164.86,0.03,43.88
Office Supplies,Tennsco Commercial Shelving,374.26,-48.61,0.11,-12.99
Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",374.07,122.36,0.1,32.71
Technology,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.78,24.81,0.16,6.64
Office Supplies,Acco Perma 3000 Stacking Storage Drawers,373.44,16.57,0.13,4.44
Office Supplies,Avery 505,372.96,165.76,0.11,44.44
Office Supplies,GBC Durable Plastic Covers,369.58,14.32,0.35,3.87
Furniture,36X48 HARDFLOOR CHAIRMAT,369.25,-40.49,0.23,-10.97
Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.46,93.16,0.04,25.28
Technology,Lenovo 17-Key USB Numeric Keypad,367.09,22.43,0.16,6.11
Technology,Logitech Wireless Touch Keyboard K400,364.85,53.73,0.07,14.73
Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87,50.01,0.24,13.82
Technology,SanDisk Cruzer 32 GB USB Flash Drive,361.38,102.71,0.07,28.42
Technology,KeyTronicÂ 6101 Series -Â KeyboardÂ - Black,360.71,127.07,0.1,35.23
Technology,Microsoft Arc Touch Mouse,359.7,91.12,0.1,25.33
Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",357.95,94.77,0.05,26.48
Office Supplies,Holmes Odor Grabber,357.62,67.77,0.22,18.95
Technology,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,357,23.25,0.08,6.51
Technology,Kingston Digital DataTraveler 32GB USB 2.0,355.95,5.42,0.06,1.52
Office Supplies,Aluminum Screw Posts,354.03,41.2,0.44,11.64
Office Supplies,Pizazz Global Quick File,353.29,94.61,0.03,26.78
Office Supplies,Xerox 1929,351.74,154.4,0.05,43.9
Technology,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.97,152.09,0.1,43.33
Technology,ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,350.2,8.76,0.07,2.5
Office Supplies,Eldon Gobal File Keepers,348.22,-0.61,0.07,-0.18
Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31,85.81,0.08,24.71
Furniture,"Executive Impressions 14"" Contract Wall Clock",346.79,93.59,0.06,26.99
Office Supplies,Trimflex Flexible Post Binders,346.36,112.89,0.3,32.59
Office Supplies,Sterilite Officeware Hinged File Box,345.84,78.08,0.07,22.58
Office Supplies,Eldon Simplefile Box Office,345.83,77.13,0.08,22.3
Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,344.72,20.98,0.1,6.09
Office Supplies,Fellowes Mighty 8 Compact Surge Protector,344.59,67.3,0.1,19.53
Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.18,0.3,-12.26
Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",343.08,81.55,0.02,23.77
Office Supplies,GBC VeloBind Cover Sets,342.77,18.53,0.46,5.41
Office Supplies,Tops Green Bar Computer Printout Paper,342.58,171.29,0,50
Office Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.49,0,27
Technology,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.99,-319.19,0.7,-93.33
Technology,Classic Ivory AntiqueÂ TelephoneÂ ZL1810,341.67,40.2,0.1,11.77
Office Supplies,Letter Size File,341.42,59.55,0.1,17.44
Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,23.19,0.23,6.82
Furniture,Luxo Economy Swing Arm Lamp,338.98,94.91,0,28
Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",338.12,62.66,0.09,18.53
Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.95,150.97,0.1,44.8
Technology,Wasp CCD Handheld Bar Code Reader,336.51,44.87,0.4,13.33
Technology,"BlueLounge Milo Smartphone Stand, White/Metallic",335.89,76.77,0.07,22.86
Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.37,98.25,0.26,29.38
Office Supplies,Xerox 226,334.37,155.78,0.04,46.59
Furniture,"Contract Clock, 14"", Brown",334.1,29.45,0.28,8.81
Office Supplies,Holmes 99% HEPA Air Purifier,333.56,86.86,0.1,26.04
Furniture,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.81,0,12
Office Supplies,Bulldog Vacuum Base Pencil Sharpener,330.92,59.59,0.1,18.01
Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.95,-48.58,0.14,-14.72
Office Supplies,Xerox 1979,328.39,140.96,0.07,42.92
Office Supplies,Multimedia Mailers,325.86,149.9,0,46
Technology,KeyTronicÂ E03601U1 -Â KeyboardÂ - Beige,324,58.32,0,18
Technology,RCA ViSYS 25425RE1 Corded phone,323.98,36.45,0.2,11.25
Furniture,Sauder Cornerstone Collection Library,322.19,-81.17,0.23,-25.19
Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.85,106.18,0.03,32.99
Office Supplies,Personal Creations Ink Jet Cards and Labels,321.44,157.51,0,49
Office Supplies,"White Envelopes, White Envelopes with Clear Poly Window",320.25,139.08,0.08,43.43
Technology,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,118.37,0,37
Office Supplies,X-Rack File for Hanging Folders,318.38,67.74,0.04,21.28
Office Supplies,"Rogers Jumbo File, Granite",317.77,-4.89,0.03,-1.54
Furniture,"Seth Thomas 13 1/2"" Wall Clock",316.48,71.12,0.16,22.47
Furniture,"Executive Impressions 13"" Clairmont Wall Clock",315.37,88.46,0.22,28.05
Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.55,0,0.45,0
Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.21,52.45,0.29,16.91
Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99,94.52,0.13,30.59
Office Supplies,Recycled Easel Ring Binders,308.84,21.63,0.39,7
Office Supplies,Fiskars Softgrip Scissors,307.44,86.08,0,28
Office Supplies,Acme Box Cutter Scissors,306.9,72.22,0.03,23.53
Office Supplies,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,-20.48,0.25,-6.75
Office Supplies,Eldon Fold 'N Roll Cart System,301.97,63.75,0.12,21.11
Office Supplies,Eldon Shelf Savers Cubes and Bins,300.14,-7.68,0.05,-2.56
Technology,Lexmark S315 Color Inkjet Printer,299.97,35,0.45,11.67
Furniture,Tensor Track Tree Floor Lamp,299.85,38.18,0.1,12.73
Office Supplies,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.21,-177.22,0.45,-59.23
